starID,regionName,System Name,Star,power
40282951,Feythabolis,P8-BKO,Sun K5 (Orange Bright),620
40282968,Feythabolis,RIT-A7,Sun O1 (Bright Blue),1000
40283052,Feythabolis,R4K-8L,Sun G3 (Pink Small),740
40283181,Feythabolis,GHZ-SJ,Sun K5 (Red Giant),580
40283264,Feythabolis,K-J50B,Sun M0 (Orange radiant),500
40283317,Feythabolis,NLO-3Z,Sun M0 (Orange radiant),500
40283385,Feythabolis,5P-AIP,Sun K3 (Yellow Small),650
40283497,Feythabolis,M-PGT0,Sun K3 (Yellow Small),650
40283593,Feythabolis,NPD9-A,Sun K5 (Orange Bright),620
40283682,Feythabolis,D6SK-L,Sun A0 (Blue Small),850
40283702,Feythabolis,HYPL-V,Sun G5 (Pink),700
40283759,Feythabolis,I9-ZQZ,Sun M0 (Orange radiant),500
40283826,Feythabolis,0OYZ-G,Sun O1 (Bright Blue),1000
40283845,Feythabolis,SWBV-2,Sun K5 (Red Giant),580
40283893,Feythabolis,R97-CI,Sun K5 (Orange Bright),620
40283982,Feythabolis,6-ELQP,Sun K7 (Orange),550
40284025,Feythabolis,OBK-K8,Sun K5 (Red Giant),580
40284045,Feythabolis,KJ-V0P,Sun K5 (Red Giant),580
40284090,Feythabolis,ZID-LE,Sun K5 (Red Giant),580
40284143,Feythabolis,K-9UG4,Sun G5 (Pink),700
40284222,Feythabolis,D4-2XN,Sun K7 (Orange),550
40284293,Feythabolis,2-RSC7,Sun G3 (Pink Small),740
40287870,Fountain,XF-TQL,Sun K3 (Yellow Small),650
40287896,Fountain,4-EP12,Sun K5 (Red Giant),580
40287979,Fountain,YZS5-4,Sun M0 (Orange radiant),500
40288070,Fountain,3WE-KY,Sun G5 (Yellow),680
40288144,Fountain,IR-WT1,Sun M0 (Orange radiant),500
40288219,Fountain,9-VO0Q,Sun B5 (White Dwarf),820
40288243,Fountain,A8-XBW,Sun G3 (Pink Small),740
40288302,Fountain,PNQY-Y,Sun K3 (Yellow Small),650
40288341,Fountain,RP2-OQ,Sun G3 (Pink Small),740
40288402,Fountain,YVBE-E,Sun G5 (Yellow),680
40288509,Fountain,BYXF-Q,Sun B0 (Blue),900
40288584,Fountain,AC2E-3,Sun G5 (Yellow),680
40288599,Fountain,C-C99Z,Sun A0 (Blue Small),850
40288654,Fountain,CL-BWB,Sun M0 (Orange radiant),500
40288728,Fountain,R3W-XU,Sun G5 (Yellow),680
40288773,Fountain,E-BWUU,Sun G5 (Pink),700
40288869,Fountain,Y-1W01,Sun G5 (Yellow),680
40288939,Fountain,9R4-EJ,Sun G3 (Pink Small),740
40288985,Fountain,SPLE-Y,Sun K3 (Yellow Small),650
40289052,Fountain,Q-XEB3,Sun K7 (Orange),550
40289097,Fountain,K8L-X7,Sun G5 (Yellow),680
40289141,Fountain,5-D82P,Sun K7 (Orange),550
40289190,Fountain,8ESL-G,Sun G5 (Pink),700
40289249,Fountain,JGOW-Y,Sun G5 (Yellow),680
40289275,Fountain,APM-6K,Sun B5 (White Dwarf),820
40289363,Fountain,RE-C26,Sun M0 (Orange radiant),500
40289435,Fountain,AL8-V4,Sun K5 (Orange Bright),620
40289502,Fountain,KCT-0A,Sun G5 (Pink),700
40289549,Fountain,N2-OQG,Sun K7 (Orange),550
40289628,Fountain,OW-TPO,Sun K3 (Yellow Small),650
40289719,Fountain,9O-ORX,Sun K3 (Yellow Small),650
40289745,Fountain,IGE-RI,Sun G5 (Pink),700
40289814,Fountain,Z9PP-H,Sun O1 (Bright Blue),1000
40289840,Fountain,7-8S5X,Sun K5 (Orange Bright),620
40289933,Fountain,EI-O0O,Sun K3 (Yellow Small),650
40289950,Fountain,7X-02R,Sun K5 (Red Giant),580
40289975,Fountain,D2AH-Z,Sun K3 (Yellow Small),650
40290055,Fountain,J5A-IX,Sun B0 (Blue),900
40290110,Fountain,B17O-R,Sun K5 (Red Giant),580
40290172,Fountain,6F-H3W,Sun K5 (Red Giant),580
40290214,Fountain,H-NPXW,Sun K5 (Orange Bright),620
40290262,Fountain,L-1SW8,Sun A0 (Blue Small),850
40290311,Fountain,U-SOH2,Sun G5 (Yellow),680
40290334,Fountain,DBRN-Z,Sun M0 (Orange radiant),500
40290413,Fountain,00GD-D,Sun K5 (Red Giant),580
40290448,Fountain,C1XD-X,Sun K7 (Orange),550
40290510,Fountain,G95F-H,Sun B5 (White Dwarf),820
40290605,Fountain,B32-14,Sun M0 (Orange radiant),500
40290674,Fountain,C-N4OD,Sun K7 (Orange),550
40290759,Fountain,CHA2-Q,Sun A0 (Blue Small),850
40290835,Fountain,UAYL-F,Sun K3 (Yellow Small),650
40290853,Fountain,ESC-RI,Sun M0 (Orange radiant),500
40290912,Fountain,671-ST,Sun G5 (Pink),700
40290952,Fountain,A-HZYL,Sun K3 (Yellow Small),650
40291020,Fountain,H-S80W,Sun B0 (Blue),900
40291138,Fountain,Z30S-A,Sun K7 (Orange),550
40291196,Fountain,6VDT-H,Sun K3 (Yellow Small),650
40291241,Fountain,NDH-NV,Sun K3 (Yellow Small),650
40291272,Fountain,QV28-G,Sun M0 (Orange radiant),500
40291341,Fountain,15U-JY,Sun K5 (Orange Bright),620
40291383,Fountain,NY6-FH,Sun M0 (Orange radiant),500
40291460,Fountain,XJP-Y7,Sun G5 (Pink),700
40291525,Fountain,AV-VB6,Sun K5 (Orange Bright),620
40291602,Fountain,HMF-9D,Sun K7 (Orange),550
40291644,Fountain,7BX-6F,Sun G5 (Pink),700
40292227,Fountain,P5-EFH,Sun K3 (Yellow Small),650
40292302,Fountain,L-A5XP,Sun M0 (Orange radiant),500
40292368,Fountain,D4KU-5,Sun K3 (Yellow Small),650
40292485,Fountain,YRNJ-8,Sun K5 (Orange Bright),620
40292560,Fountain,3ZTV-V,Sun K5 (Red Giant),580
40292623,Fountain,9D6O-M,Sun A0 (Blue Small),850
40292703,Fountain,LIWW-P,Sun G5 (Pink),700
40292773,Fountain,G-UTHL,Sun K5 (Red Giant),580
40292826,Fountain,38IA-E,Sun O1 (Bright Blue),1000
40292891,Fountain,M-KXEH,Sun K3 (Yellow Small),650
40292963,Fountain,TU-Y2A,Sun G5 (Pink),700
40293055,Fountain,7BIX-A,Sun G5 (Pink),700
40293138,Fountain,I-CUVX,Sun K7 (Orange),550
40293215,Fountain,J-RQMF,Sun M0 (Orange radiant),500
40293257,Fountain,TEG-SD,Sun K5 (Red Giant),580
40293330,Fountain,14YI-D,Sun M0 (Orange radiant),500
40293417,Fountain,87XQ-0,Sun O1 (Bright Blue),1000
40293513,Fountain,LJ-TZW,Sun G5 (Yellow),680
40293605,Fountain,KVN-36,Sun K3 (Yellow Small),650
40293646,Fountain,57-KJB,Sun K7 (Orange),550
40293689,Fountain,V6-NY1,Sun K7 (Orange),550
40293722,Fountain,OL3-78,Sun M0 (Orange radiant),500
40293777,Fountain,9DQW-W,Sun K5 (Red Giant),580
40293808,Fountain,PXF-RF,Sun G5 (Yellow),680
40293905,Fountain,R-BGSU,Sun O1 (Bright Blue),1000
40294023,Fountain,O-PNSN,Sun K7 (Orange),550
40294066,Fountain,1-5GBW,Sun K5 (Red Giant),580
40294142,Fountain,C-FER9,Sun K7 (Orange),550
40294193,Fountain,F2-2C3,Sun K5 (Orange Bright),620
40294217,Fountain,F-88PJ,Sun G3 (Pink Small),740
40294280,Fountain,ATQ-QS,Sun K3 (Yellow Small),650
40294304,Fountain,XUW-3X,Sun K5 (Red Giant),580
40294377,Fountain,006-L3,Sun K5 (Red Giant),580
40294432,Fountain,PB-0C1,Sun M0 (Orange radiant),500
40294502,Fountain,ZUE-NS,Sun K3 (Yellow Small),650
40294539,Fountain,L7-APB,Sun K5 (Orange Bright),620
40294621,Fountain,ZTS-4D,Sun K5 (Orange Bright),620
40294661,Fountain,4HS-CR,Sun G3 (Pink Small),740
40294743,Fountain,WMH-SO,Sun K7 (Orange),550
40294773,Fountain,LBGI-2,Sun A0 (Blue Small),850
40294825,Fountain,G1CA-Y,Sun G3 (Pink Small),740
40294886,Fountain,Y-2ANO,Sun B0 (Blue),900
40294987,Fountain,Z-YN5Y,Sun G5 (Yellow),680
40295000,Paragon Soul,JI-K5H,Sun B0 (Blue),900
40295041,Paragon Soul,33-JRO,Sun K3 (Yellow Small),650
40295065,Paragon Soul,ARBX-9,Sun K7 (Orange),550
40295107,Paragon Soul,5-CSE3,Sun A0 (Blue Small),850
40295212,Paragon Soul,O-MCZR,Sun K3 (Yellow Small),650
40295271,Paragon Soul,9T-APQ,Sun M0 (Orange radiant),500
40295357,Paragon Soul,4Y-OBL,Sun B0 (Blue),900
40295452,Paragon Soul,0-MX34,Sun M0 (Orange radiant),500
40295486,Paragon Soul,5AQ-5H,Sun B0 (Blue),900
40295589,Paragon Soul,T-ZFID,Sun K5 (Red Giant),580
40295603,Paragon Soul,0ZN7-G,Sun G5 (Pink),700
40295681,Paragon Soul,H8-ZTO,Sun K3 (Yellow Small),650
40295755,Paragon Soul,YV-FDG,Sun G3 (Pink Small),740
40295808,Paragon Soul,LUL-WX,Sun G5 (Yellow),680
40295900,Paragon Soul,8Q-UYU,Sun G5 (Pink),700
40295962,Paragon Soul,3PPT-9,Sun O1 (Bright Blue),1000
40296015,Paragon Soul,S-KU8B,Sun G3 (Pink Small),740
40296026,Paragon Soul,JK-GLL,Sun G5 (Pink),700
40296110,Paragon Soul,UAAU-C,Sun M0 (Orange radiant),500
40296196,Paragon Soul,HHJD-5,Sun G5 (Yellow),680
40296274,Paragon Soul,ZWV-GD,Sun K5 (Orange Bright),620
40296345,Paragon Soul,1DDR-X,Sun K3 (Yellow Small),650
40296463,Paragon Soul,LG-WA9,Sun M0 (Orange radiant),500
40296531,Paragon Soul,AA-GWF,Sun K5 (Red Giant),580
40296578,Paragon Soul,O4T-Z5,Sun G5 (Yellow),680
40296713,Paragon Soul,O-97ZG,Sun M0 (Orange radiant),500
40296760,Paragon Soul,2I-520,Sun M0 (Orange radiant),500
40296866,Paragon Soul,GQ2S-8,Sun G5 (Pink),700
40296958,Paragon Soul,0SUF-3,Sun M0 (Orange radiant),500
40297017,Paragon Soul,G-M4GK,Sun G5 (Yellow),680
40297076,Paragon Soul,G1D0-G,Sun A0 (Blue Small),850
40297150,Paragon Soul,KU3-BB,Sun K7 (Orange),550
40297210,Paragon Soul,O1Q-P1,Sun O1 (Bright Blue),1000
40297282,Paragon Soul,LD-2VL,Sun M0 (Orange radiant),500
40297369,Paragon Soul,ZBY-0I,Sun G3 (Pink Small),740
40297482,Paragon Soul,MP5-KR,Sun M0 (Orange radiant),500
40297558,Paragon Soul,O-N589,Sun G5 (Yellow),680
40297651,Paragon Soul,ZDYA-G,Sun G5 (Pink),700
40297661,Paragon Soul,LX5K-W,Sun G5 (Pink),700
40298262,Delve,NOL-M9,Sun G5 (Yellow),680
40298326,Delve,O-IOAI,Sun M0 (Orange radiant),500
40298387,Delve,QX-LIJ,Sun K3 (Yellow Small),650
40298400,Delve,HM-XR2,Sun G3 (Pink Small),740
40298473,Delve,4K-TRB,Sun M0 (Orange radiant),500
40298549,Delve,AJI-MA,Sun K3 (Yellow Small),650
40299018,Delve,RF-K9W,Sun M0 (Orange radiant),500
40299080,Delve,E3OI-U,Sun B0 (Blue),900
40299126,Delve,IP6V-X,Sun G5 (Yellow),680
40299151,Delve,R5-MM8,Sun G5 (Pink),700
40299195,Delve,1B-VKF,Sun K5 (Orange Bright),620
40299257,Delve,T-J6HT,Sun G3 (Pink Small),740
40299298,Delve,D-W7F0,Sun B0 (Blue),900
40299414,Delve,JP4-AA,Sun G5 (Pink),700
40299459,Delve,FM-JK5,Sun G5 (Pink),700
40299556,Delve,PDE-U3,Sun M0 (Orange radiant),500
40299680,Delve,23G-XC,Sun K3 (Yellow Small),650
40299749,Delve,T5ZI-S,Sun K3 (Yellow Small),650
40299767,Delve,4X0-8B,Sun K7 (Orange),550
40299864,Delve,Q-HESZ,Sun M0 (Orange radiant),500
40299947,Delve,1-SMEB,Sun K5 (Orange Bright),620
40299966,Delve,M5-CGW,Sun G3 (Pink Small),740
40300023,Delve,6Q-R50,Sun M0 (Orange radiant),500
40300111,Delve,ZA9-PY,Sun M0 (Orange radiant),500
40300175,Delve,RCI-VL,Sun M0 (Orange radiant),500
40300249,Delve,MJXW-P,Sun K5 (Orange Bright),620
40300360,Delve,QC-YX6,Sun K5 (Orange Bright),620
40300438,Delve,T-M0FA,Sun M0 (Orange radiant),500
40300498,Delve,4O-239,Sun G5 (Yellow),680
40300523,Delve,LUA5-L,Sun G3 (Pink Small),740
40300589,Delve,T-IPZB,Sun A0 (Blue Small),850
40300671,Delve,Q-JQSG,Sun M0 (Orange radiant),500
40300729,Delve,D-3GIQ,Sun K3 (Yellow Small),650
40300794,Delve,K-6K16,Sun M0 (Orange radiant),500
40300904,Delve,QY6-RK,Sun O1 (Bright Blue),1000
40300963,Delve,W-KQPI,Sun B5 (White Dwarf),820
40301005,Delve,PUIG-F,Sun K3 (Yellow Small),650
40301040,Delve,J-LPX7,Sun G5 (Yellow),680
40301173,Delve,0-HDC8,Sun A0 (Blue Small),850
40301210,Delve,F-TE1T,Sun O1 (Bright Blue),1000
40301268,Delve,SVM-3K,Sun K7 (Orange),550
40301368,Delve,1DQ1-A,Sun K3 (Yellow Small),650
40301437,Delve,8WA-Z6,Sun M0 (Orange radiant),500
40301518,Delve,5BTK-M,Sun K5 (Red Giant),580
40301544,Delve,N-8YET,Sun K3 (Yellow Small),650
40301628,Delve,Y-OMTZ,Sun F0 (White),780
40301709,Delve,3-DMQT,Sun G5 (Yellow),680
40301772,Delve,MO-GZ5,Sun G5 (Pink),700
40301793,Delve,39P-1J,Sun B5 (White Dwarf),820
40301865,Delve,HZAQ-W,Sun K7 (Orange),550
40301945,Delve,7G-QIG,Sun A0 (Blue Small),850
40302007,Delve,NIDJ-K,Sun K5 (Red Giant),580
40302061,Delve,PS-94K,Sun K5 (Orange Bright),620
40302081,Delve,8RQJ-2,Sun K5 (Orange Bright),620
40302194,Delve,KEE-N6,Sun G5 (Yellow),680
40302281,Delve,M2-XFE,Sun G5 (Yellow),680
40302338,Delve,5-CQDA,Sun G5 (Yellow),680
40302410,Delve,I-E3TG,Sun G5 (Pink),700
40302492,Delve,S-6HHN,Sun K7 (Orange),550
40302574,Delve,ZXB-VC,Sun M0 (Orange radiant),500
40302624,Delve,GY6A-L,Sun K5 (Orange Bright),620
40302674,Delve,UEXO-Z,Sun G5 (Yellow),680
40302690,Delve,9O-8W1,Sun K3 (Yellow Small),650
40302723,Delve,8F-TK3,Sun G5 (Pink),700
40302745,Delve,PF-KUQ,Sun K3 (Yellow Small),650
40302799,Delve,N8D9-Z,Sun M0 (Orange radiant),500
40302950,Delve,F-9PXR,Sun M0 (Orange radiant),500
40303013,Delve,Y5C-YD,Sun G5 (Pink),700
40303110,Delve,31X-RE,Sun K7 (Orange),550
40303179,Delve,Q-02UL,Sun M0 (Orange radiant),500
40303255,Delve,7UTB-F,Sun M0 (Orange radiant),500
40303353,Delve,5-6QW7,Sun B0 (Blue),900
40303383,Delve,7-K6UE,Sun K5 (Orange Bright),620
40303419,Delve,C6Y-ZF,Sun M0 (Orange radiant),500
40303476,Delve,6Z-CKS,Sun K7 (Orange),550
40303517,Delve,G-M5L3,Sun M0 (Orange radiant),500
40303552,Delve,KBAK-I,Sun K3 (Yellow Small),650
40303581,Delve,M-SRKS,Sun M0 (Orange radiant),500
40303638,Delve,9GNS-2,Sun G3 (Pink Small),740
40303702,Delve,YAW-7M,Sun G3 (Pink Small),740
40303758,Delve,C3N-3S,Sun G5 (Yellow),680
40303837,Delve,CX8-6K,Sun M0 (Orange radiant),500
40303913,Delve,LWX-93,Sun K5 (Red Giant),580
40303955,Delve,1-2J4P,Sun K3 (Yellow Small),650
40303973,Delve,M0O-JG,Sun K5 (Orange Bright),620
40303994,Tenerifis,WB-AYY,Sun G3 (Pink Small),740
40304083,Tenerifis,BW-WJ2,Sun G5 (Yellow),680
40304144,Tenerifis,S4-9DN,Sun M0 (Orange radiant),500
40304245,Tenerifis,DT-PXH,Sun K7 (Orange),550
40304286,Tenerifis,UALX-3,Sun M0 (Orange radiant),500
40304335,Tenerifis,3L3N-X,Sun M0 (Orange radiant),500
40304425,Tenerifis,Y-ORBJ,Sun M0 (Orange radiant),500
40304486,Tenerifis,6-IAFR,Sun K5 (Red Giant),580
40304558,Tenerifis,4-P4FE,Sun M0 (Orange radiant),500
40304616,Tenerifis,RH0-EG,Sun G3 (Pink Small),740
40304723,Tenerifis,D-9UEV,Sun G5 (Yellow),680
40304814,Tenerifis,H-HWQR,Sun G5 (Pink),700
40304895,Tenerifis,QRBN-M,Sun K5 (Orange Bright),620
40304953,Tenerifis,78R-PI,Sun M0 (Orange radiant),500
40305049,Tenerifis,ZD1-Z2,Sun A0 (Blue Small),850
40305136,Tenerifis,C-FD0D,Sun G3 (Pink Small),740
40305219,Tenerifis,S-9RCJ,Sun K5 (Orange Bright),620
40305298,Tenerifis,ZMV9-A,Sun G5 (Pink),700
40305368,Tenerifis,FE-6YQ,Sun B0 (Blue),900
40305452,Tenerifis,W-16DY,Sun K7 (Orange),550
40305535,Tenerifis,M-4KDB,Sun B0 (Blue),900
40305598,Tenerifis,C3-0YD,Sun K7 (Orange),550
40305666,Tenerifis,PDF-3Z,Sun K7 (Orange),550
40305738,Tenerifis,9-MJVQ,Sun K5 (Orange Bright),620
40305787,Tenerifis,L2GN-K,Sun K5 (Red Giant),580
40305845,Tenerifis,4-IT9G,Sun K7 (Orange),550
40305938,Tenerifis,PEK-8Z,Sun G5 (Yellow),680
40305991,Tenerifis,2PG-KN,Sun G5 (Yellow),680
40306041,Tenerifis,ABE-M2,Sun K7 (Orange),550
40306086,Tenerifis,IL-YTR,Sun G5 (Pink),700
40306111,Tenerifis,KW-OAM,Sun G5 (Pink),700
40306196,Tenerifis,U2U5-A,Sun K7 (Orange),550
40306241,Tenerifis,EQWO-Y,Sun G5 (Yellow),680
40306294,Tenerifis,JK-Q77,Sun A0 (Blue Small),850
40306371,Tenerifis,QI9-42,Sun G5 (Yellow),680
40306431,Tenerifis,YF-P4X,Sun K5 (Orange Bright),620
40306468,Tenerifis,JI1-SY,Sun F0 (White),780
40306565,Tenerifis,X-1QGA,Sun K7 (Orange),550
40306619,Tenerifis,CCE-0J,Sun M0 (Orange radiant),500
40306678,Tenerifis,T2-V8F,Sun O1 (Bright Blue),1000
40306712,Tenerifis,0VK-43,Sun K5 (Orange Bright),620
40306791,Tenerifis,TY2X-C,Sun O1 (Bright Blue),1000
40306811,Tenerifis,Q0G-L8,Sun G5 (Yellow),680
40306873,Tenerifis,Q5KZ-W,Sun K5 (Red Giant),580
40306933,Tenerifis,WE-KK2,Sun B0 (Blue),900
40307013,Tenerifis,B8HU-Z,Sun G5 (Pink),700
40307111,Tenerifis,16AM-3,Sun K5 (Orange Bright),620
40307140,Tenerifis,A-REKV,Sun G3 (Pink Small),740
40307150,Tenerifis,BB-EKF,Sun G5 (Yellow),680
40307224,Tenerifis,DZ6-I5,Sun G3 (Pink Small),740
40307289,Tenerifis,R-XDKM,Sun G3 (Pink Small),740
40307301,Tenerifis,G1-0UI,Sun G5 (Pink),700
40307345,Tenerifis,QCDG-H,Sun K3 (Yellow Small),650
40307373,Tenerifis,XUDX-A,Sun K7 (Orange),550
40307427,Tenerifis,QLU-P0,Sun K7 (Orange),550
40307496,Tenerifis,OQTY-Z,Sun M0 (Orange radiant),500
40307574,Tenerifis,Y-EQ0C,Sun M0 (Orange radiant),500
40307613,Tenerifis,7M4C-F,Sun K5 (Red Giant),580
40307661,Tenerifis,MS1-KJ,Sun M0 (Orange radiant),500
40307761,Tenerifis,8-BEW8,Sun M0 (Orange radiant),500
40307820,Tenerifis,NZW-ZO,Sun G5 (Pink),700
40307904,Tenerifis,WSK-1A,Sun K7 (Orange),550
40307989,Tenerifis,5-NZNW,Sun G5 (Yellow),680
40308076,Tenerifis,NR8S-Y,Sun K3 (Yellow Small),650
40308174,Tenerifis,F-ZBO0,Sun G5 (Pink),700
40308239,Tenerifis,3Q1T-O,Sun K5 (Red Giant),580
40308279,Tenerifis,8-4KME,Sun K5 (Orange Bright),620
40308329,Tenerifis,T6GY-Y,Sun K7 (Orange),550
40308404,Tenerifis,R1-IMO,Sun G3 (Pink Small),740
40308434,Tenerifis,7KIK-H,Sun G3 (Pink Small),740
40308451,Tenerifis,B-6STA,Sun K7 (Orange),550
40308522,Tenerifis,0P-U0Q,Sun M0 (Orange radiant),500
40308591,Tenerifis,XGH-SH,Sun G5 (Yellow),680
40308708,Tenerifis,G-D0N3,Sun K5 (Orange Bright),620
40308826,Tenerifis,T-AKQZ,Sun G3 (Pink Small),740
40308895,Tenerifis,46DP-O,Sun G5 (Pink),700
40308951,Tenerifis,9-980U,Sun M0 (Orange radiant),500
40309048,Tenerifis,EMIG-F,Sun K5 (Orange Bright),620
40309146,Tenerifis,M-RPN3,Sun K7 (Orange),550
40309257,Tenerifis,ZO-P5K,Sun G5 (Yellow),680
40309352,Tenerifis,JV1V-O,Sun K3 (Yellow Small),650
40309367,Omist,9MWZ-B,Sun K3 (Yellow Small),650
40309403,Omist,LS-QLX,Sun K3 (Yellow Small),650
40309493,Omist,S-XZHU,Sun K3 (Yellow Small),650
40309605,Omist,CO-7BI,Sun G3 (Pink Small),740
40309711,Omist,ZJG-7D,Sun M0 (Orange radiant),500
40309757,Omist,C-WPWH,Sun G5 (Pink),700
40309856,Omist,VULA-I,Sun K7 (Orange),550
40309928,Omist,R2TJ-1,Sun K5 (Red Giant),580
40309972,Omist,G-B3PR,Sun O1 (Bright Blue),1000
40310050,Omist,73-JQO,Sun K3 (Yellow Small),650
40310080,Omist,XPUM-L,Sun K5 (Orange Bright),620
40310175,Omist,KR8-27,Sun M0 (Orange radiant),500
40310246,Omist,LQ-AHE,Sun B5 (White Dwarf),820
40310308,Omist,LOI-L1,Sun K7 (Orange),550
40310349,Omist,Y-MSJN,Sun K3 (Yellow Small),650
40310409,Omist,MJ-X5V,Sun M0 (Orange radiant),500
40310495,Omist,3FKU-H,Sun G5 (Yellow),680
40310588,Omist,M9-FIB,Sun K7 (Orange),550
40310651,Omist,D2EZ-X,Sun K7 (Orange),550
40310705,Omist,DJK-67,Sun G5 (Pink),700
40310810,Omist,AXDX-F,Sun F0 (White),780
40310919,Omist,J-4FNO,Sun G5 (Yellow),680
40310962,Omist,PEM-LC,Sun K3 (Yellow Small),650
40311047,Omist,X-EHHD,Sun B5 (White Dwarf),820
40311084,Omist,6T3I-L,Sun K5 (Red Giant),580
40311139,Omist,QSF-EJ,Sun K5 (Red Giant),580
40311203,Omist,L-AS00,Sun K3 (Yellow Small),650
40311273,Omist,NZPK-G,Sun M0 (Orange radiant),500
40311340,Omist,K-1OY3,Sun K5 (Orange Bright),620
40311359,Omist,MMUF-8,Sun B0 (Blue),900
40311413,Omist,99-0GS,Sun K3 (Yellow Small),650
40311459,Omist,X-3AUU,Sun K5 (Red Giant),580
40311528,Omist,H90-C9,Sun G3 (Pink Small),740
40311549,Omist,0DD-MH,Sun G5 (Pink),700
40311670,Omist,RI-JB1,Sun G5 (Yellow),680
40311720,Omist,NQH-MR,Sun M0 (Orange radiant),500
40311766,Omist,1I6F-9,Sun B0 (Blue),900
40311826,Omist,Z-7OK1,Sun K7 (Orange),550
40311870,Omist,UEP0-A,Sun K7 (Orange),550
40311914,Omist,66-PMM,Sun F0 (White),780
40312005,Omist,OKEO-X,Sun K3 (Yellow Small),650
40312024,Omist,7-8EOE,Sun A0 (Blue Small),850
40312082,Omist,7L9-ZC,Sun K5 (Red Giant),580
40312153,Period Basis,L-YMYU,Sun G3 (Pink Small),740
40312180,Period Basis,35-JWD,Sun G5 (Pink),700
40312187,Period Basis,F-M1FU,Sun K5 (Orange Bright),620
40312263,Period Basis,0-NTIS,Sun G3 (Pink Small),740
40312301,Period Basis,VR-YIQ,Sun M0 (Orange radiant),500
40312345,Period Basis,XZ-SKZ,Sun K5 (Orange Bright),620
40312415,Period Basis,I6M-9U,Sun K5 (Red Giant),580
40312478,Period Basis,MG0-RD,Sun M0 (Orange radiant),500
40312559,Period Basis,TPAR-G,Sun A0 (Blue Small),850
40312674,Period Basis,VYO-68,Sun M0 (Orange radiant),500
40312744,Period Basis,TCAG-3,Sun G5 (Pink),700
40312807,Period Basis,UR-E46,Sun K5 (Orange Bright),620
40312842,Period Basis,CW9-1Y,Sun K3 (Yellow Small),650
40312874,Period Basis,1-NJLK,Sun K5 (Red Giant),580
40313003,Period Basis,Y-CWQY,Sun O1 (Bright Blue),1000
40313030,Period Basis,8KR9-5,Sun O1 (Bright Blue),1000
40313080,Period Basis,VQE-CN,Sun K3 (Yellow Small),650
40313182,Period Basis,L5D-ZL,Sun K3 (Yellow Small),650
40313206,Period Basis,G-C8QO,Sun G3 (Pink Small),740
40313222,Period Basis,EIMJ-M,Sun M0 (Orange radiant),500
40313286,Period Basis,0A-KZ0,Sun M0 (Orange radiant),500
40313344,Period Basis,E-DOF2,Sun K3 (Yellow Small),650
40313457,Period Basis,48I1-X,Sun B0 (Blue),900
40313495,Period Basis,0OTX-J,Sun G5 (Pink),700
40313557,Period Basis,3OP-3E,Sun K5 (Orange Bright),620
40313593,Period Basis,JZL-VB,Sun K5 (Red Giant),580
40313634,Period Basis,RJ3H-0,Sun G5 (Yellow),680
40313754,Period Basis,08S-39,Sun M0 (Orange radiant),500
40313817,Period Basis,ZU-MS3,Sun K3 (Yellow Small),650
40313870,Period Basis,HIX4-H,Sun K3 (Yellow Small),650
40313901,Period Basis,GR-J8B,Sun B0 (Blue),900
40314011,Period Basis,OY0-2T,Sun K3 (Yellow Small),650
40314029,Period Basis,E2-RDQ,Sun G5 (Pink),700
40314144,Period Basis,TN25-J,Sun K5 (Orange Bright),620
40314217,Period Basis,PA-VE3,Sun K3 (Yellow Small),650
40314274,Period Basis,G-Q5JU,Sun G5 (Pink),700
40314299,Period Basis,RYQC-I,Sun M0 (Orange radiant),500
40314357,Period Basis,1E-W5I,Sun G5 (Pink),700
40314403,Period Basis,Z-M5A1,Sun K7 (Orange),550
40314493,Period Basis,MVUO-F,Sun K5 (Orange Bright),620
40322016,Perrigen Falls,B-B0ME,Sun G5 (Pink),700
40322092,Perrigen Falls,TDP-T3,Sun M0 (Orange radiant),500
40322143,Perrigen Falls,H-HGGJ,Sun K5 (Red Giant),580
40322163,Perrigen Falls,OJT-J3,Sun M0 (Orange radiant),500
40322252,Perrigen Falls,A9-F18,Sun K5 (Orange Bright),620
40322311,Perrigen Falls,DE-IHK,Sun G5 (Yellow),680
40322368,Perrigen Falls,AY9X-Q,Sun K7 (Orange),550
40322452,Perrigen Falls,XU7-CH,Sun A0 (Blue Small),850
40322547,Perrigen Falls,2V-ZHM,Sun M0 (Orange radiant),500
40322651,Perrigen Falls,V-3K7C,Sun M0 (Orange radiant),500
40322696,Perrigen Falls,AK-L0Z,Sun K5 (Orange Bright),620
40322737,Perrigen Falls,R-AG7W,Sun B0 (Blue),900
40322790,Perrigen Falls,E-WMT7,Sun G5 (Pink),700
40322876,Perrigen Falls,FLK-LJ,Sun G5 (Yellow),680
40322904,Perrigen Falls,0FG-KS,Sun G5 (Pink),700
40322990,Perrigen Falls,F-5WYK,Sun O1 (Bright Blue),1000
40323058,Perrigen Falls,EF-QZK,Sun K3 (Yellow Small),650
40323136,Perrigen Falls,RZ3O-K,Sun K5 (Orange Bright),620
40323189,Perrigen Falls,LW-YEW,Sun K5 (Red Giant),580
40323254,Perrigen Falls,HB-KSF,Sun G5 (Yellow),680
40323336,Perrigen Falls,EH2I-P,Sun K3 (Yellow Small),650
40323358,Perrigen Falls,OP7-BP,Sun K5 (Red Giant),580
